tag,x,y
"강남자연눈썹",206288,0.17
"강남술집",442323,0.62
"강남데이트",107193,0.17
"강남속눈썹연장",167005,0.14
"강남속눈썹",194417,0.1
"내아이디는강남미인",38314,0.03
"강남꽃집",168031,0.19
"강남역반영구",16719,0.02
"강남반영구수강",32202,0.03
"강남반영구학원",73963,0.07
"강남메이드클럽",590447,0.09
"강남타투",186570,0.12
"강남헤어라인",32413,0.02
"강남네일샵",87208,0.09
"강남핫플레이스",76741,0.11
"강남속눈썹펌",70993,0.05
"강남회식장소",34118,0.06
"강남꽃배달",37475,0.05
"강남반영구눈썹",14635,0.03
"강남역데이트",57354,0.07
"강남미용실추천",16583,0.02
"클럽강남메이드",194591,0.11
"강남눈썹반영구",28842,0.02
"강남메이드게스트신청",199509,0.04
"강남역속눈썹",42247,0.04
"강남남자눈썹문신",17039,0.03
"강남이자카야",24673,0.05
"강남메이드무료입장",415336,0.04
"강남구청",98346,0.08
"강남왁싱",112157,0.07
"강남데이트코스",27055,0.02
"강남역회식장소",39319,0.07
"강남한복",16728,0.02
"강남반영구화장",92099,0.06
"강남pt",54907,0.04
"강남뷰러펌",8027,0.03
"강남피부과",24743,0.03
"강남회식",21729,0.05
"강남플라워레슨",40547,0.05
"강남역클럽",55274,0.2
"강남역네일샵",54670,0.04
"강남구청역맛집",30912,0.05
"강남메이드테이블예약",188821,0.02
"강남클럽",3172599,1.22
"강남구",124021,0.09
"강남눈썹",99016,0.05
"강남구청역",71619,0.04
"강남역술집",96068,0.5
"강남역눈썹문신",14194,0.02
"강남메이드",2735493,0.62
"강남프로필사진",24495,0.02
"강남클럽메이드",304944,0.02
"강남곱창",21385,0.01
"강남마카롱",16279,0.04
"강남남자눈썹",13406,0.03
"강남구청맛집",38632,0.03
"강변역맛집",11751,0.03
"강변역",25591,0.02
"강변역초밥",100,0
"건대입구",397351,0.85
"건대입구맛집",50267,0.58
"건대입구역맛집",12952,0.55
"건대입구역",46034,0.04
"건대입구술집",1680,0
"건대입구카페",4089,0
"롯데시네마건대입구",4562,0
"건대입구네일",2401,0.01
"건대입구데이트",448,0
"건대입구핫플",42,0
"건대입구왁싱",69,0
"건대입구원룸",156,0
"건대입구삼겹살",22,0
"건대입구양꼬치",30,0
"건대입구피자",10,0
"교대",178596,0.14
"교대역맛집",20012,0.03
"교대속눈썹",11809,0.01
"교대맛집",58241,0.04
"교대카페",11465,0.02
"교대역",54444,0.04
"교대네일",32022,0.03
"서울교대",12430,0.02
"교대꽃집",13926,0.01
"교대반영구",1402,0
"교대생",4807,0.01
"교대속눈썹연장",1008,0
"교대이층집",14467,0.01
"교대마사지",895,0
"교대점심",735,0
"교대가죽공방",824,0
"교대치과",581,0
"교대역속눈썹",286,0
"교대역마사지",420,0
"교대역치과",4023,0
"교대전자담배",171,0
"교대사무실",16,0
"구디",99883,0.08
"대구디저트",34534,0.05
"대구디저트카페",20980,0.05
"구디맛집",52577,0.06
"구디속눈썹",4155,0.01
"구디카페",6744,0.01
"구디역",7224,0
"구디pt",2237,0
"구디술집",3976,0
"구디속눈썹연장",2290,0
"구디미용실",3078,0
"구디단",6913,0
"구디역맛집",2264,0
"구디점심",678,0
"구디왁싱",392,0
"구디단맛집",630,0
"구디파스타",359,0
"구디데이트",231,0
"구디직장인",201,0
"구디참치",108,0
"구의",49503,0.04
"구의동맛집",24835,0.03
"구의동",57950,0.05
"구의맛집",18781,0.02
"구의역",33415,0.02
"구의동네일",13155,0.01
"구의역맛집",13786,0.02
"구의카페",6159,0.01
"구의동꽃집",3674,0.01
"구의술집",1332,0
"구의역속눈썹",759,0
"구의공원",624,0
"구의동배달",50,0
"구의동맘",47,0
"낙성대맛집",39948,0.06
"낙성대",156941,0.15
"낙성대네일",14387,0.02
"낙성대꽃집",7016,0.01
"낙성대카페",14033,0.02
"낙성대역",21012,0.02
"낙성대미용실",10182,0.01
"낙성대속눈썹",3654,0
"낙성대공원",6996,0.01
"낙성대역미용실",2172,0
"낙성대동",4188,0
"낙성대태닝",74,0
"낙성대족발",123,0
"낙성대연극",255,0
"당산",98881,0.08
"당산역",39467,0.03
"당산맛집",37339,0.05
"당산역맛집",17887,0.04
"당산동",20980,0.01
"당산미용실",3174,0
"당산역카페",2178,0.01
"당산헬스",2708,0
"당산빵집",744,0
"당산다이어트",205,0
"당산떡집",252,0
"당산안경",45,0
"대림",41657,0.03
"성수동대림창고",4193,0.01
"대림동",19841,0.02
"대림역",13720,0.01
"대림맛집",6446,0.01
"대림동맛집",5929,0.01
"대림역맛집",2514,0
"대림훠궈",217,0
"대림동속눈썹",611,0
"대림웨딩홀",340,0
"대림맛집추천",41,0
"동대문역사문화공원",48282,0.02
"동대문역사문화공원역",11153,0.01
"동대문역사문화공원맛집",1593,0
"동대문역사문화공원역맛집",1338,0
"뚝섬",257453,0.29
"뚝섬유원지",203887,0.23
"뚝섬카페",31416,0.07
"뚝섬맛집",27150,0.05
"뚝섬한강공원",26298,0.08
"뚝섬역",42690,0.04
"뚝섬역맛집",20626,0.05
"뚝섬역카페",9873,0.01
"뚝섬유원지맛집",2951,0.01
"뚝섬데이트",708,0
"한강뚝섬",1021,0
"뚝섬술집",281,0
"뚝섬역자전거매장",371,0
"뚝섬나들이",341,0
"뚝섬캔들공방",78,0
"백종원의골목식당뚝섬",15,0
"뚝섬역8번출구",135,0
"문래",57739,0.07
"문래동",126235,0.1
"문래동맛집",46885,0.05
"문래창작촌",47732,0.05
"문래맛집",27797,0.03
"문래역",17280,0.01
"문래동꽃집",6865,0.01
"올드문래",13150,0.01
"문래술집",1300,0
"문래동루프탑",142,0
"문래창작촌꽃집",177,0
"문래동곱창",723,0
"문래떡집",214,0
"밀크티",788987,1.14
"방배",144176,0.13
"방배동",229319,0.16
"방배동맛집",50105,0.11
"방배동카페",26923,0.04
"방배맛집",21987,0.05
"방배동미용실",10012,0.02
"방배동꽃집",42689,0.03
"방배미용실",7516,0.01
"방배꽃집",16429,0.02
"방배카페",8123,0.02
"방배역",55069,0.02
"방배맘",4883,0.01
"방배역미용실",5117,0.01
"방배동카페골목",18841,0.02
"방배네일",16131,0.02
"방배동네일",14801,0.01
"방배사이길",13393,0.01
"방배역맛집",7748,0.02
"방배카페골목",6839,0.01
"방배동속눈썹펌",1414,0
"방배동pt",2650,0
"방배동인테리어",1933,0
"방배동꽃배달",1055,0
"방배동핫플",1117,0
"준오헤어방배2호점",1478,0
"방배pt",3339,0
"방배점",2551,0
"방배동피부관리실",1371,0
"방배동술집",2002,0
"방배헬스",3267,0
"방배호빠",88783,0.83
"방배동카페거리",973,0
"방배동헬스",3045,0
"방배타투",2732,0
"방배동사이길",3573,0
"방배동성당",1305,0
"방배카페거리",759,0
"새마을휘트니스방배점",3618,0
"방배동타투",852,0
"방배동맘",668,0
"방배술집",457,0
"방배피티",708,0
"방배스튜디오",568,0
"방배역치과",790,0
"방배동헤어샵",569,0
"방배동원룸",25,0
"팀방배",229,0
"방배동족발",580,0
"방배조개창고",569,0
"방배동보쌈",418,0
"방배동42길",317,0
"방배웨딩홀",50,0
"방배동성인용품",110,0
"방배1호점",19,0
"방배동안경",26,0
"방배동pc방",13,0
"봉천동",61484,0.08
"봉천",66064,0.08
"봉천동맛집",22610,0.04
"봉천동꽃집",5385,0.01
"봉천맛집",6222,0.01
"봉천역맛집",7693,0.01
"봉천속눈썹",2871,0
"봉천역",17846,0.01
"봉천애견미용",1368,0
"봉천동원룸",1503,0
"봉천동태닝",1152,0
"봉천동족발",1082,0
"봉천예술관",1221,0
"봉천동인테리어",616,0
"봉천역속눈썹",41,0
"봉천동야식",607,0
"봉천동보쌈",486,0
"봉천황소곱창",55,0
"사당",338408,0.32
"사당맛집",100689,0.14
"사당역",106355,0.08
"사당역맛집",39938,0.05
"사당네일",23745,0.04
"사당족발",1120,0.03
"국회의사당",106136,0.06
"사당카페",23047,0.04
"사당눈썹문신",9686,0.01
"국회의사당맛집",4931,0.02
"사당반영구",12621,0.02
"사당속눈썹",15053,0.02
"사당미용실",11135,0.02
"사당역카페",10831,0.01
"사당동",38631,0.02
"사당꽃집",13472,0.01
"사당술집",7341,0.01
"사당속눈썹펌",3229,0.01
"사당역미용실",5938,0.01
"사당댄스학원",1238,0
"국회의사당역",10149,0.01
"사당댄스",489,0
"사당메이크업",1671,0
"사당눈썹",625,0
"사당동맛집",9087,0.01
"사당역술집",7045,0.01
"사당동네일",6414,0.01
"사당동카페",5627,0.01
"사당맛집추천",2936,0
"사당맘",3814,0
"국회의사당역맛집",2513,0
"사당역데이트",588,0
"사당연습실",4383,0.01
"사당동떡집",1318,0
"사당허벌라이프",1382,0
"사당다이어트",663,0
"사당점핑",921,0
"사당맥주",545,0
"사당곱창",811,0
"사당호빠",266421,1.09
"사당피부관리",861,0
"사당역맛집추천",560,0
"사당역고기집",841,0
"사당태닝",206,0
"사당원룸",369,0
"사당역요가",340,0
"사당웨딩홀",174,0
"사당허벌",168,0
"사당마사지",3321,0
"사당역피부관리",54,0
"사당포장",31,0
"사당키스방",6459,0
"사당동성인용품",323,0
"사당역만화카페",38,0
"사당동웨딩홀",21,0
"삼성역",312676,0.33
"삼성역맛집",44156,0.04
"삼성역카페",8775,0.01
"삼성역회식",880,0
"삼성역술집",1127,0
"삼성역맛집추천",1044,0.01
"이대삼성홀",3866,0
"삼성역헬스",640,0
"삼성역포토스팟",50,0
"상왕십리",23754,0.02
"상왕십리맛집",4817,0.01
"상왕십리미용실",2341,0
"상왕십리역",4848,0
"상왕십리역맛집",1198,0
"상왕십리스타벅스",21,0
"서울대입구",359342,0.61
"서울대입구역",97924,0.08
"서울대입구맛집",109310,0.09
"서울대입구역맛집",32388,0.04
"서울대입구네일",32054,0.04
"서울대입구카페",20827,0.03
"서울대입구미용실",12426,0.01
"서울대입구꽃집",8373,0.01
"서울대입구역꽃집",5282,0.01
"서울대입구속눈썹",12688,0.01
"서울대입구네일샵",16788,0.02
"서울대입구속눈썹연장",3693,0.01
"서울대입구역미용실",4794,0.01
"서울대입구역네일",4934,0
"서울대입구헬스",5940,0.01
"서울대입구헬스장",4403,0.01
"서울대입구원룸",2415,0.01
"서울대입구맛집추천",1372,0
"서울대입구역맛집추천",1458,0
"서울대입구피부관리실",1410,0
"서울대입구쌀국수",2397,0
"서울대입구피부관리",1397,0
"서울대입구치과",1566,0
"올리브영서울대입구중앙점",1022,0
"서울대입구가죽공방",38,0
"서울대입구역태닝",32,0
"선릉",594763,0.37
"선릉반영구",23931,0.03
"선릉눈썹문신",13501,0.03
"선릉역맛집",92406,0.19
"선릉속눈썹",14853,0.02
"선릉맛집",128745,0.2
"선릉역",169184,0.1
"선릉왁싱",21372,0.02
"선릉카페",12209,0.02
"선릉술집",7642,0.01
"선릉역고기집",8074,0.05
"선릉회식",9083,0
"선릉미용실",8819,0.01
"선릉고기집",6931,0.04
"선릉역카페",6309,0.01
"선릉역술집",3482,0
"선릉역데이트",6512,0.05
"선릉역반영구",1678,0
"아펠가모선릉",1537,0
"선릉공원",8627,0
"선릉자연눈썹",1645,0
"선릉역매운떡볶이",2159,0
"선릉호빠",221750,0.99
"선릉점심",5809,0
"선릉반영구화장",420,0
"선릉눈썹",423,0
"선릉맛집추천",916,0
"선릉역4번출구",2695,0
"끌리메선릉점",1294,0
"선릉역왁싱",1639,0
"선릉역5번출구",1191,0
"선릉역맥주",230,0
"선릉맘",1938,0
"선릉고깃집",7830,0
"선릉요가",792,0
"선릉역눈썹문신",497,0
"선릉아펠가모",525,0
"선릉안마",38447,0
"선릉밥집",2373,0
"선릉카페추천",341,0
"선릉역떡볶이",326,0
"선릉과정릉",652,0
"선릉역자연눈썹",217,0
"선릉로",473,0
"선릉역2번출구",732,0
"선릉역반영구화장",116,0
"선릉역디저트",72,0
"선릉동",71,0
"선릉매운떡볶이",384,0
"선릉역파스타",38,0
"선릉가죽공방",16,0
"선릉떡볶이",224,0
"선릉댄스",169,0
"선릉바",268,0
"선릉고기",122,0
"선릉역전자담배",121,0
"선릉룸싸롱",8067,0
"선릉백마",9522,0
"선릉역사무실",56,0
"한스헤어선릉",129,0
"선릉동맛집",26,0
"선릉풀싸롱",18858,0
"선릉역남자눈썹",24,0
"선릉혼술",25,0
"선릉야구장",12379,0
"선릉식당",19,0
"선릉건마",312,0
"선릉오피",10354,0
"선릉1인샵",117,0
"선릉매직미러",502,0
"선릉풀사롱",578,0
"성수동",855565,1.07
"성수동카페",337247,1.01
"성수동맛집",156067,0.21
"성수카페",102400,0.21
"성수",248772,0.24
"성수맛집",69985,0.12
"성수동핫플레이스",31088,0.05
"성수동데이트",15743,0.03
"성수역",63382,0.06
"성수동핫플",12712,0.03
"성수역맛집",16651,0.04
"성수역카페",10584,0.02
"성수동카페거리",21170,0.03
"성수동디저트",5968,0.02
"성수동수제화",17671,0.02
"성수핫플",3710,0.01
"성수동술집",9456,0.01
"성수동카페추천",2731,0
"성수데이트",1919,0.01
"성수동나들이",5798,0.01
"성수카페거리",5811,0.01
"성수동옷가게",3880,0.01
"성수동어니언",6916,0
"성수동속눈썹",1951,0
"성수족발",13269,0.01
"성수핫플레이스",2481,0
"성수동브런치",1595,0
"소문난성수감자탕",2962,0
"성수동요가",1626,0
"성수동가죽공방",2078,0
"성수동전시",1089,0
"성수동스무디",1196,0
"성수동수제화거리",1717,0
"성수수제화",471,0
"성수동갤러리",698,0
"띵굴성수",429,0
"성수맥주",2489,0
"성수동루프탑",813,0
"성수동가볼만한곳",644,0
"성수동공장",537,0
"이마트성수점",1237,0
"성수가죽공방",736,0
"성수맛집추천",322,0
"성수동2가",742,0
"성수브런치",363,0
"성수역3번출구",1220,0
"여성수제화쇼핑몰",1007,0
"성수동간판",159,0
foodstagram,51909600,5.6
instafood,144149995,6.24
food,334509785,5.1
"도시락",1171019,1.95
"맛스타",2684311,2.07
"맛스타그램",37470983,4.55
"맛있다그램",4019571,1.3
"맛집스타그램",1431015,1.88
"연남동맛집",605524,0.83
"홍대맛집",1762491,1.77
"맛집",19676007,4.2
"맛집추천",1308217,0.77
"이태원맛집",1194239,1.01
"역삼동맛집",100600,0.16
"신촌맛집",413416,0.71
"강남맛집",1447697,1.08
"샤로수길맛집",137740,0.16
"홍대맛집추천",110574,0.16
"강남맛집추천",60804,0.07
"신촌맛집추천",47553,0.13
"이태원맛집추천",23239,0.06
"잠실맛집추천",12391,0.02
"연남동맛집추천",8911,0.03
"합정맛집추천",6023,0.01
"강남역맛집추천",38183,0.06
"망원동맛집추천",1817,0
"맛집탐방",1747970,0.71
"광화문맛집탐방",45,0
"성수동맛집탐방",42,0
"먹방",23438704,4.19
"먹방스타그램",2519082,1.9
"신촌먹방",2018,0
"먹부림",4056775,0.58
"먹스타",5220496,3.14
"먹스타그램",67723390,4.93
"성수동놀거리",258,0
"성수동어딘가",638,0
"성수동트리마제",277,0
"성수동사람들",792,0
"성수역4번출구",430,0
"성수동까페거리",481,0
"성수고",629,0
"성수스타그램",823,0
"성수동구두거리",477,0
"성수수제화거리",234,0
"성수동식당",241,0
"성수동스시",46,0
"성수캔들공방",122,0
"성수요가",171,0
"성수동일식",83,0
"성수동대관",246,0
"성수피플",171,0
"성수동눈썹",104,0
"성수동음악창고",58,0
"성수동중국집",123,0
"성수동길",117,0
"성수동1가",491,0
"성수근린공원",50,0
"성수동돈까스",83,0
"신당",36619,0.02
"신당동카페",7539,0.01
"신당동맛집",27041,0.02
"신당동네일",18950,0.02
"신당동떡볶이",34765,0.02
"신당맛집",13252,0.01
"신당역",24081,0.01
"신당역맛집",11053,0.01
"신당동",105707,0
"신당눈썹문신",971,0
"신당필라테스",1021,0
"신당타투",86,0
"신당자연눈썹",31,0
"신당중",59,0
"삼척해신당공원",53,0
"신대방",62273,0.06
"신대방맛집",12357,0.02
"신대방역",20256,0.03
"신대방타투",4443,0.01
"신대방삼거리맛집",7066,0.02
"신대방삼거리",33117,0.02
"신대방속눈썹",5249,0.01
"신대방삼거리역",9340,0.01
"신대방동",10250,0.01
"신대방동맛집",2171,0.01
"신대방헬스",964,0
"신대방타투샵",1265,0
"신대방마사지",1667,0
"신대방피부",996,0
"신대방원룸",682,0
"신대방주짓수",208,0
"신대방삼거리원룸",31,0
"신도림눈썹문신",72303,0.03
"신도림",339846,0.25
"신도림네일",32489,0.04
"신도림반영구",47925,0.02
"신도림맛집",72805,0.05
"신도림속눈썹",13763,0.02
"신도림카페",12632,0.01
"신도림네일샵",8082,0.01
"신도림젤네일",4950,0.01
"신도림타투",2500,0
"신도림역",30593,0.02
"신도림미용실",3530,0
"신도림디큐브시티",14834,0.01
"신도림맘",5546,0.01
"신도림애견미용",4251,0
"신도림자연눈썹",982,0
"신도림맛집추천",1013,0
"신도림휴대폰",606,0
"신도림동",4286,0
"신도림디큐브시티맛집",2285,0
"신도림네일아트",1187,0
"신도림피부과",582,0
"신도림애슐리",105,0
"신도림가구",130,0
"신도림보톡스",147,0
"신도림필러",131,0
"신도림누벨바그",184,0
"신도림남자눈썹",109,0
"신도림예식장",62,0
"신도림머리잘하는미용실",22,0
"신도림댄스",13,0
"신도림살롱드프롬",14,0
"신림",1391411,0.69
"신림타투",27809,0.04
"신림맛집",174223,0.31
"신림눈썹문신",86265,0.04
"신림네일",104698,0.09
"신림미용실",32929,0.02
"신림역",114721,0.1
"신림동",115367,0.08
"신림술집",41233,0.07
"신림반영구",55334,0.06
"신림네일샵",34003,0.04
"신림동맛집",28190,0.08
"신림젤네일",23603,0.03
"신림역맛집",35858,0.08
"신림카페",32309,0.06
"신림꽃집",19855,0.02
"신림속눈썹연장",13819,0.02
"신림네일아트",11400,0.01
"신림동꽃집",10817,0.01
"신림동네일",15958,0.03
"신림애견미용",8747,0.01
"신림역미용실",7237,0.01
"신림태닝",1278,0
"신림미용실추천",2304,0.01
"신림왁싱",12030,0.02
"신림동카페",6485,0.04
"신림회식장소",1710,0.01
"신림백순대",5132,0.01
"신림사거리",8971,0.01
"신림순대타운",9174,0.01
"신림동족발",1134,0
"신림데이트",6747,0.01
"신림동원룸",4277,0
"신림동미용실",3426,0.01
"신림호빠",395904,1.64
"신림동속눈썹",2321,0
"신림역속눈썹",3615,0.01
"신림타투샵",2425,0
"신림치킨",1624,0.03
"신림점",4945,0.01
"신림속눈썹연장잘하는곳",3618,0.01
"신림부동산",1866,0.01
"신림이자카야",2100,0.01
"신림원룸",3686,0.01
"신림역속눈썹연장",2806,0.01
"신림맛집추천",3680,0.01
"신림집",1787,0
"신림피부관리",3183,0.01
"리안헤어신림점",2019,0.01
"신림곱창",4561,0.01
"신림동순대타운",4855,0.01
"신림9동",6181,0.01
"신림애견호텔",4852,0
"신림애견유치원",3982,0
"신림맘",3516,0.01
"신림순대",1410,0
"신림피부",1182,0.01
"신림순대촌",2397,0
"신림포도몰",2716,0
"신림역맛집추천",1250,0
"신림웨딩홀",1536,0
"신림롯데시네마",2319,0
"신림빵집",1434,0.01
"신림그랑프리",32093,0.01
"신림네일추천",1689,0.01
"신림놀거리",1248,0
"신림그랑프리나이트",27226,0
"신림동공방",1063,0
"신림역피부관리",1095,0
"신림웨딩네일",1525,0
"신림속눈썹",48905,0
"신림문화의거리",1040,0
"신림마사지",26343,0.04
"신림양꼬치",1436,0
"신림에서",1394,0
"신림동순대",876,0
"신림피부샵",1155,0
"신림롯데백화점",1075,0
"신림동또순이원조순대",1079,0
"신림역네일",22598,0
"신림노래빠",5861,0.01
"신림동미용실추천",613,0
"신림제모",939,0
"신림댄스",344,0
"신림전세",1038,0
"신림그랑프리웨이터",20345,0
"신림동꽃배달",804,0
"신림그랑프리룸주대",11862,0
"신림그랑프리슈퍼맨",804,0
"신림동인테리어",550,0
"신촌",1750121,0.56
"신촌네일",54566,0.08
"신촌타투",38722,0.04
"신촌미용실",17211,0.03
"신촌카페",60723,0.09
"신촌눈썹문신",40655,0.02
"신촌데이트",36404,0.24
"신촌속눈썹",32169,0.03
"신촌술집",25045,0.03
"신촌반영구",23943,0.03
"신촌역",77329,0.15
"신촌역맛집",61397,0.31
"신촌꽃집",32471,0.05
"신촌데이트코스",7887,0.02
"신촌속눈썹연장",17591,0.01
"신촌놀거리",3287,0.01
"신촌맥주",2768,0
"현대백화점신촌점",4835,0.01
"신촌현대백화점",12307,0.01
"신촌호빠",340815,0.55
"신촌동",14610,0.01
"신촌가라오케",5131,0.01
"신촌유플렉스",3897,0.01
"신촌연예인맛집",1189,0
"신촌곱창",4909,0
"신촌레스토랑",1230,0
"신촌자연눈썹",9900,0
"신촌점",9399,0.01
"신촌피부관리",6438,0
"신촌돈부리모노",1549,0
"신촌칵테일",3463,0.01
"신촌맘",2305,0
"신촌댄스학원",3468,0.01
"신촌피부과",5737,0.01
"신촌플라잉요가",810,0
"신촌곱창맛집",895,0
"신촌게스트하우스",1321,0
"신촌역미용실",1079,0
"신촌미용실추천",1511,0
"신촌설렁탕",3333,0
"신촌을못가",3387,0
"신촌꽃배달",887,0
"신촌디저트카페",589,0
"신촌로터리",3362,0
"신촌성결교회",1155,0
"신촌타로",256,0
"신촌현백",2269,0
"신촌떡볶이",1467,0
"신촌방탈출",4739,0
"제주신촌",1009,0
"신촌현대백화점유플렉스",308,0
"신촌중국집",564,0
"신촌이대거리",1567,0
"신촌이자카야",915,0
"신촌현대",1795,0
"신촌영어학원",2893,0
"신촌국제꽃시장",2452,0
"신촌사주",197,0
"신촌미용학원",415,0
"신촌동맛집",1437,0
"신촌피부",176,0
"신촌중화가정",295,0
"신촌헤어샵",469,0
"신촌리맛집",316,0
"신촌헤어",801,0
"신촌영어",760,0
"신촌횟집",479,0
"신촌물총축제",9405,0
"신촌세브란스어린이병원",467,0
"신촌댄스",362,0
"신촌락사",676,0
"신촌출장안마",23441,0.09
"신촌인테리어",265,0
"신촌머리잘하는미용실",161,0
"신촌귀걸이",259,0
"신촌맥주축제",6864,0
"현백신촌맛집",276,0
"신촌앨리스",303,0
"대포찜닭신촌점",158,0
"신촌웨딩홀",171,0
"신촌거리축제",394,0
"신촌찜질방",133,0
"신촌닭갈비",409,0
"아현네일",6747,0.01
"아현",20778,0.02
"아현동",28275,0.01
"아현맛집",3828,0.01
"아현동맛집",4298,0
"아현속눈썹",1316,0
"아현역",9105,0.01
"아현동카페",2365,0
"북아현동",10687,0.01
